frametime,GoldStandardValence,GoldStandardArousal
0.0,0.023839,-0.010345
0.04,0.023839,-0.010345
0.08,0.023839,-0.010345
0.12,0.023839,-0.010345
0.16,0.023839,-0.010345
0.2,0.023839,-0.010345
0.24,0.023839,-0.010345
0.28,0.023839,-0.010345
0.32,0.023839,-0.010345
0.36,0.023839,-0.010345
0.4,0.023839,-0.010345
0.44,0.023839,-0.010345
0.48,0.023839,-0.010345
0.52,0.023839,-0.010345
0.56,0.023839,-0.010345
0.6,0.023839,-0.010345
0.64,0.023839,-0.010345
0.68,0.023839,-0.010345
0.72,0.023839,-0.010345
0.76,0.028839,-0.010345
0.8,0.028839,-0.010345
0.84,0.028839,-0.010345
0.88,0.028839,-0.010345
0.92,0.028839,-0.010345
0.96,0.028839,-0.010345
1.0,0.028839,-0.010345
1.04,0.028839,-0.010345
1.08,0.030506,-0.012011
1.12,0.030506,-0.012011
1.16,0.030506,-0.017011
1.2,0.030506,-0.015345
1.24,0.030506,-0.012011
1.28,0.030506,-0.012011
1.32,0.030506,-0.012011
1.36,0.030506,-0.012011
1.4,0.030506,-0.012011
1.44,0.030506,-0.012011
1.48,0.030506,-0.012011
1.52,0.030506,-0.010345
1.56,0.030506,-0.010345
1.6,0.030506,-0.010345
1.64,0.030506,-0.008678
1.68,0.030506,-0.0070113
1.72,0.030506,-0.0070113
1.76,0.030506,-0.0053446
1.8,0.032172,-0.0070113
1.84,0.032172,-0.0070113
1.88,0.032172,-0.0070113
1.92,0.032172,-0.0070113
1.96,0.035506,-0.008678
2.0,0.035506,-0.008678
2.04,0.035506,-0.008678
2.08,0.037172,-0.008678
2.12,0.038839,-0.010345
2.16,0.038839,-0.010345
2.2,0.037172,-0.0070113
2.24,0.033839,-0.008678
2.28,0.028839,-0.008678
2.32,0.028839,-0.012011
2.36,0.028839,-0.015345
2.4,0.025506,-0.018678
2.44,0.027172,-0.020345
2.48,0.027172,-0.023678
2.52,0.027172,-0.025345
2.56,0.027172,-0.027011
2.6,0.030506,-0.027011
2.64,0.032172,-0.027011
2.68,0.032172,-0.027011
2.72,0.032172,-0.028678
2.76,0.032172,-0.028678
2.8,0.032172,-0.027011
2.84,0.032172,-0.027011
2.88,0.032172,-0.023678
2.92,0.032172,-0.023678
