frametime,GoldStandardValence,GoldStandardArousal
0.0,0.0034658,0.011747
0.04,0.0034658,0.011747
0.08,0.0034658,0.011747
0.12,0.0034658,0.011747
0.16,0.0034658,0.011747
0.2,0.0034658,0.011747
0.24,0.0034658,0.011747
0.28,0.0034658,0.011747
0.32,0.0034658,0.011747
0.36,0.0034658,0.011747
0.4,0.0034658,0.011747
0.44,0.0034658,0.011747
0.48,0.0034658,0.011747
0.52,0.0034658,0.011747
0.56,0.0034658,0.011747
0.6,0.0034658,0.011747
0.64,0.0034658,0.011747
0.68,0.0034658,0.011747
0.72,0.0034658,0.011747
0.76,0.0034658,0.01508
0.8,0.0034658,0.016747
0.84,0.0034658,0.018414
0.88,0.011799,0.018414
0.92,0.015133,0.018414
0.96,0.016799,0.02508
1.0,0.023466,0.026747
1.04,0.033466,0.026747
1.08,0.038466,0.02508
1.12,0.041799,0.021747
1.16,0.045133,0.021747
1.2,0.048466,0.021747
1.24,0.050133,0.021747
1.28,0.050133,0.02008
1.32,0.051799,0.02008
1.36,0.053466,0.02008
1.4,0.053466,0.021747
1.44,0.053466,0.02008
1.48,0.053466,0.02008
1.52,0.053466,0.023414
1.56,0.053466,0.023414
1.6,0.055133,0.023414
1.64,0.063466,0.023414
1.68,0.073466,0.02508
1.72,0.080133,0.026747
1.76,0.083466,0.031747
1.8,0.083466,0.033414
1.84,0.086799,0.03508
1.88,0.088466,0.036747
1.92,0.088466,0.036747
1.96,0.093466,0.04008
2.0,0.095133,0.04008
2.04,0.10013,0.041747
2.08,0.10347,0.046747
2.12,0.1068,0.06008
2.16,0.11013,0.073414
2.2,0.11513,0.08508
2.24,0.1168,0.098414
2.28,0.1218,0.11008
2.32,0.1268,0.11841
2.36,0.13347,0.14508
2.4,0.14013,0.15508
2.44,0.14847,0.15675
2.48,0.16513,0.16008
2.52,0.17347,0.15841
2.56,0.1868,0.16341
2.6,0.20013,0.15841
2.64,0.2118,0.15175
2.68,0.2218,0.15175
2.72,0.2318,0.14508
2.76,0.24013,0.14008
2.8,0.23847,0.14175
2.84,0.23847,0.13675
2.88,0.2368,0.13175
2.92,0.23513,0.13008
2.96,0.23513,0.13175
3.0,0.2368,0.13008
3.04,0.24013,0.13008
3.08,0.2418,0.13175
3.12,0.24513,0.13341
3.16,0.2468,0.13508
3.2,0.24847,0.13675
3.24,0.25013,0.13675
3.28,0.25013,0.14175
3.32,0.2518,0.14341
3.36,0.25847,0.14508
3.4,0.2668,0.15008
3.44,0.2818,0.15175
3.48,0.2918,0.15341
3.52,0.29513,0.15675
3.56,0.3018,0.16175
3.6,0.30847,0.17008
3.64,0.31847,0.17175
3.68,0.3318,0.17341
3.72,0.3468,0.17508
3.76,0.35847,0.18008
3.8,0.36847,0.18675
3.84,0.37513,0.18675
3.88,0.3818,0.18841
3.92,0.38513,0.18841
3.96,0.39013,0.19175
4.0,0.3918,0.19341
4.04,0.39347,0.19508
4.08,0.39513,0.19675
4.12,0.39513,0.20008
4.16,0.39347,0.20175
4.2,0.39013,0.20341
4.24,0.38847,0.20508
4.28,0.38847,0.20508
4.32,0.38847,0.20841
4.36,0.38847,0.21008
4.4,0.3868,0.21175
4.44,0.38847,0.21341
4.48,0.3868,0.21508
4.52,0.38513,0.21841
4.56,0.38347,0.22175
4.6,0.37847,0.22341
4.64,0.37013,0.22341
4.68,0.36347,0.22341
4.72,0.3568,0.22508
4.76,0.35347,0.22675
4.8,0.35013,0.22675
4.84,0.34513,0.22675
4.88,0.33847,0.22675
4.92,0.33847,0.22675
4.96,0.3368,0.22675
5.0,0.33847,0.22675
5.04,0.3368,0.22675
5.08,0.3418,0.22675
5.12,0.3418,0.22675
5.16,0.33847,0.22841
5.2,0.33847,0.22841
5.24,0.33847,0.22675
5.28,0.33847,0.23008
5.32,0.33847,0.23008
5.36,0.3368,0.23008
5.4,0.33847,0.23175
5.44,0.33847,0.23175
5.48,0.33847,0.23008
5.52,0.3368,0.23008
5.56,0.33513,0.23175
5.6,0.33347,0.23175
5.64,0.3318,0.23341
5.68,0.33013,0.23508
5.72,0.33013,0.23508
5.76,0.32847,0.23675
5.8,0.32847,0.23841
5.84,0.32847,0.24175
5.88,0.32513,0.24508
5.92,0.32347,0.24508
5.96,0.32347,0.24508
6.0,0.32013,0.24508
6.04,0.31847,0.24341
6.08,0.3168,0.24175
6.12,0.31513,0.24008
6.16,0.31013,0.24008
6.2,0.30847,0.23841
6.24,0.30513,0.23841
6.28,0.3018,0.23675
6.32,0.29847,0.23675
6.36,0.2968,0.23508
6.4,0.29513,0.23508
6.44,0.29513,0.23508
6.48,0.29347,0.23008
6.52,0.29347,0.23175
6.56,0.29347,0.23175
6.6,0.29347,0.23175
6.64,0.2918,0.23008
6.68,0.29013,0.22841
6.72,0.29013,0.22675
6.76,0.29013,0.22508
6.8,0.2918,0.22508
6.84,0.2918,0.22508
6.88,0.2918,0.22175
6.92,0.2918,0.22008
6.96,0.29347,0.21841
7.0,0.2968,0.21341
7.04,0.2968,0.21175
7.08,0.29847,0.21008
7.12,0.30013,0.21008
7.16,0.30013,0.20675
7.2,0.30013,0.20675
7.24,0.30347,0.20508
7.28,0.30513,0.20008
7.32,0.30847,0.19675
7.36,0.30847,0.19508
7.4,0.30847,0.19508
7.44,0.30847,0.19508
7.48,0.31013,0.19341
7.52,0.31347,0.19341
7.56,0.31513,0.19508
7.6,0.3168,0.19508
7.64,0.32013,0.19675
7.68,0.3218,0.19508
7.72,0.32347,0.19675
7.76,0.32347,0.19841
7.8,0.3218,0.19675
7.84,0.3218,0.19341
7.88,0.3218,0.19008
7.92,0.31847,0.18841
7.96,0.3168,0.18175
8.0,0.31347,0.18008
8.04,0.31013,0.17841
8.08,0.31013,0.17841
8.12,0.31013,0.17841
8.16,0.30847,0.18008
8.2,0.30847,0.18008
8.24,0.3068,0.18008
8.28,0.3068,0.18008
8.32,0.30513,0.18341
8.36,0.30513,0.18175
8.4,0.30347,0.18175
8.44,0.30347,0.18175
8.48,0.30347,0.18175
8.52,0.3018,0.18008
8.56,0.30013,0.18008
8.6,0.2968,0.18008
8.64,0.2968,0.18341
8.68,0.29513,0.18341
8.72,0.29513,0.18341
8.76,0.29347,0.18341
8.8,0.29347,0.18175
8.84,0.29347,0.18508
8.88,0.29347,0.18841
8.92,0.2918,0.19008
8.96,0.2918,0.19175
9.0,0.29013,0.19175
9.04,0.29013,0.19175
9.08,0.29013,0.19175
9.12,0.28847,0.19341
9.16,0.28847,0.19341
9.2,0.2868,0.19508
9.24,0.2868,0.19508
9.28,0.2868,0.19508
9.32,0.28513,0.19508
9.36,0.28513,0.19508
9.4,0.2868,0.19508
9.44,0.2868,0.19841
9.48,0.28513,0.19841
