frametime,GoldStandardValence,GoldStandardArousal
0.0,-0.016574,0.0015188
0.04,-0.016574,0.0015188
0.08,-0.016574,0.0015188
0.12,-0.016574,0.0015188
0.16,-0.016574,0.0015188
0.2,-0.016574,0.0015188
0.24,-0.016574,0.0015188
0.28,-0.016574,0.0015188
0.32,-0.016574,0.0015188
0.36,-0.016574,0.0015188
0.4,-0.013241,0.0015188
0.44,-0.0099077,0.0015188
0.48,-0.0065744,0.0015188
0.52,0.0034256,0.0015188
0.56,0.018426,0.0015188
0.6,0.028426,0.0031855
0.64,0.028426,0.0081855
0.68,0.030092,0.026519
0.72,0.030092,0.043185
0.76,0.030092,0.053185
0.8,0.026759,0.056519
0.84,0.011759,0.056519
0.88,-0.013241,0.056519
0.92,-0.018241,0.056519
0.96,-0.011574,0.056519
1.0,-0.0049077,0.058185
1.04,9.2293e-05,0.061519
1.08,0.0034256,0.064852
1.12,0.0050923,0.064852
1.16,0.0050923,0.068185
1.2,0.006759,0.074852
1.24,0.006759,0.079852
1.28,0.006759,0.079852
1.32,0.006759,0.081519
1.36,0.006759,0.081519
1.4,0.006759,0.081519
1.44,0.010092,0.083185
1.48,0.011759,0.083185
1.52,0.013426,0.081519
1.56,0.015092,0.081519
1.6,0.021759,0.078185
1.64,0.026759,0.078185
1.68,0.030092,0.079852
1.72,0.031759,0.079852
1.76,0.035092,0.083185
1.8,0.035092,0.083185
1.84,0.035092,0.084852
1.88,0.036759,0.084852
1.92,0.036759,0.084852
1.96,0.040092,0.083185
2.0,0.043426,0.083185
2.04,0.046759,0.083185
2.08,0.048426,0.083185
2.12,0.048426,0.081519
2.16,0.048426,0.079852
2.2,0.048426,0.079852
2.24,0.051759,0.078185
2.28,0.053426,0.076519
2.32,0.053426,0.074852
2.36,0.053426,0.074852
2.4,0.056759,0.073185
2.44,0.058426,0.073185
2.48,0.058426,0.071519
2.52,0.058426,0.069852
2.56,0.058426,0.068185
2.6,0.058426,0.068185
2.64,0.058426,0.066519
2.68,0.058426,0.064852
2.72,0.058426,0.063185
2.76,0.058426,0.063185
2.8,0.056759,0.063185
2.84,0.055092,0.064852
2.88,0.050092,0.064852
2.92,0.046759,0.064852
2.96,0.045092,0.064852
3.0,0.045092,0.064852
3.04,0.045092,0.063185
3.08,0.043426,0.063185
3.12,0.043426,0.063185
3.16,0.040092,0.063185
3.2,0.035092,0.063185
3.24,0.031759,0.064852
3.28,0.030092,0.069852
3.32,0.028426,0.071519
3.36,0.031759,0.073185
3.4,0.036759,0.076519
3.44,0.036759,0.078185
3.48,0.038426,0.083185
3.52,0.041759,0.088185
3.56,0.041759,0.091519
3.6,0.041759,0.093185
3.64,0.045092,0.094852
3.68,0.046759,0.098185
3.72,0.048426,0.099852
3.76,0.048426,0.10152
3.8,0.048426,0.10152
3.84,0.051759,0.10152
3.88,0.053426,0.10485
3.92,0.055092,0.10985
3.96,0.055092,0.11485
4.0,0.055092,0.11985
4.04,0.056759,0.12319
4.08,0.056759,0.12319
4.12,0.056759,0.12319
4.16,0.058426,0.12319
4.2,0.061759,0.12652
4.24,0.061759,0.12652
4.28,0.063426,0.12819
4.32,0.063426,0.12652
4.36,0.065092,0.12485
4.4,0.066759,0.12319
4.44,0.066759,0.12319
4.48,0.066759,0.12152
4.52,0.063426,0.11985
4.56,0.063426,0.11985
4.6,0.063426,0.11819
4.64,0.065092,0.11819
4.68,0.065092,0.11985
4.72,0.068426,0.12152
4.76,0.065092,0.12152
4.8,0.065092,0.11985
4.84,0.065092,0.11985
4.88,0.066759,0.11819
4.92,0.068426,0.11819
4.96,0.070092,0.11652
5.0,0.070092,0.11652
5.04,0.070092,0.11652
5.08,0.071759,0.11652
5.12,0.073426,0.11819
5.16,0.073426,0.11985
5.2,0.073426,0.12152
5.24,0.075092,0.12319
5.28,0.076759,0.12485
5.32,0.076759,0.12819
5.36,0.078426,0.12985
5.4,0.080092,0.13152
5.44,0.080092,0.13319
5.48,0.080092,0.13485
5.52,0.080092,0.13485
5.56,0.081759,0.13652
5.6,0.081759,0.13652
5.64,0.081759,0.13819
5.68,0.081759,0.13819
5.72,0.081759,0.13819
5.76,0.083426,0.13819
5.8,0.085092,0.13819
5.84,0.085092,0.13985
5.88,0.085092,0.13819
5.92,0.085092,0.13819
5.96,0.085092,0.13819
6.0,0.085092,0.13819
6.04,0.085092,0.13652
6.08,0.083426,0.13652
6.12,0.081759,0.13652
6.16,0.081759,0.13485
6.2,0.081759,0.13319
6.24,0.081759,0.13152
6.28,0.083426,0.13152
6.32,0.083426,0.13152
6.36,0.081759,0.13152
6.4,0.081759,0.12819
6.44,0.080092,0.12652
6.48,0.080092,0.12319
6.52,0.080092,0.12152
6.56,0.081759,0.12319
6.6,0.081759,0.12319
6.64,0.080092,0.12319
6.68,0.080092,0.12319
6.72,0.080092,0.12319
6.76,0.081759,0.12319
6.8,0.083426,0.12319
6.84,0.083426,0.11985
6.88,0.083426,0.11652
6.92,0.085092,0.11152
6.96,0.086759,0.10319
7.0,0.088426,0.099852
7.04,0.088426,0.10152
7.08,0.090092,0.099852
7.12,0.091759,0.099852
7.16,0.093426,0.099852
7.2,0.096759,0.098185
7.24,0.10009,0.096519
7.28,0.10009,0.096519
7.32,0.10676,0.096519
7.36,0.10843,0.096519
7.4,0.11343,0.094852
7.44,0.12343,0.094852
7.48,0.13176,0.093185
7.52,0.13343,0.093185
7.56,0.13343,0.093185
7.6,0.13509,0.093185
7.64,0.13676,0.094852
7.68,0.14176,0.094852
7.72,0.14343,0.094852
7.76,0.14676,0.094852
7.8,0.15009,0.094852
7.84,0.15343,0.093185
7.88,0.15676,0.093185
7.92,0.15676,0.091519
7.96,0.15676,0.091519
8.0,0.15676,0.091519
8.04,0.15676,0.091519
8.08,0.15676,0.091519
8.12,0.15509,0.091519
8.16,0.15676,0.091519
8.2,0.15509,0.093185
8.24,0.15676,0.093185
8.28,0.15676,0.091519
8.32,0.15509,0.089852
8.36,0.15509,0.088185
8.4,0.15343,0.088185
8.44,0.15343,0.086519
8.48,0.15343,0.084852
8.52,0.15343,0.083185
8.56,0.15176,0.083185
8.6,0.15009,0.084852
8.64,0.14676,0.086519
8.68,0.14509,0.088185
8.72,0.14343,0.091519
8.76,0.14343,0.093185
8.8,0.14176,0.091519
8.84,0.14176,0.091519
8.88,0.14176,0.089852
8.92,0.14176,0.089852
8.96,0.14176,0.088185
9.0,0.14176,0.088185
9.04,0.14176,0.088185
9.08,0.14176,0.086519
9.12,0.14009,0.086519
9.16,0.14009,0.084852
9.2,0.14009,0.084852
9.24,0.14009,0.084852
9.28,0.14009,0.084852
9.32,0.14009,0.083185
9.36,0.14009,0.081519
9.4,0.13843,0.079852
9.44,0.13843,0.078185
9.48,0.13843,0.078185
9.52,0.13676,0.078185
9.56,0.13509,0.078185
9.6,0.13509,0.078185
9.64,0.13509,0.078185
9.68,0.13509,0.078185
9.72,0.13509,0.076519
9.76,0.13509,0.076519
9.8,0.13509,0.073185
9.84,0.13676,0.069852
9.88,0.13843,0.068185
9.92,0.13843,0.066519
9.96,0.13843,0.064852
10.0,0.138426,0.0648522
10.04,0.138426,0.0631855
10.08,0.140092,0.0615188
10.12,0.140092,0.0581855
10.16,0.141759,0.0565188
10.2,0.141759,0.0548522
10.24,0.141759,0.0531855
10.28,0.141759,0.0481855
10.32,0.141759,0.0465188
10.36,0.141759,0.0448522
10.4,0.143426,0.0415188
10.44,0.143426,0.0365188
10.48,0.143426,0.0331855
10.52,0.143426,0.0298522
10.56,0.145092,0.0265188
10.6,0.145092,0.0198522
10.64,0.145092,0.0115188
10.68,0.145092,0.00818549
10.72,0.145092,0.00485216
10.76,0.145092,-0.00181451
10.8,0.145092,-0.0101478
10.84,0.145092,-0.0151478
10.88,0.143426,-0.0184812
10.92,0.143426,-0.0234812
10.96,0.143426,-0.0268145
11.0,0.141759,-0.0334812
11.04,0.141759,-0.0384812
11.08,0.140092,-0.0451478
11.12,0.140092,-0.0518145
11.16,0.138426,-0.0618145
11.2,0.140092,-0.0701478
11.24,0.140092,-0.0751478
11.28,0.140092,-0.0801478
11.32,0.138426,-0.0818145
11.36,0.136759,-0.0834812
11.4,0.136759,-0.0834812
11.44,0.136759,-0.0834812
11.48,0.136759,-0.0851478
11.52,0.136759,-0.0851478
11.56,0.136759,-0.0868145
11.6,0.135092,-0.0884812
11.64,0.135092,-0.0884812
11.68,0.133426,-0.0918145
11.72,0.133426,-0.0951478
11.76,0.133426,-0.0968145
11.8,0.133426,-0.0984812
11.84,0.135092,-0.100148
11.88,0.135092,-0.100148
11.92,0.136759,-0.100148
11.96,0.136759,-0.100148
12.0,0.135092,-0.100148
12.04,0.136759,-0.100148
12.08,0.136759,-0.100148
12.12,0.136759,-0.100148
12.16,0.138426,-0.100148
12.2,0.136759,-0.101815
12.24,0.135092,-0.101815
12.28,0.136759,-0.103481
12.32,0.136759,-0.103481
12.36,0.136759,-0.105148
12.4,0.135092,-0.105148
12.44,0.135092,-0.108481
12.48,0.133426,-0.110148
12.52,0.131759,-0.110148
12.56,0.136759,-0.111815
12.6,0.136759,-0.111815
12.64,0.136759,-0.113481
12.68,0.136759,-0.115148
12.72,0.138426,-0.118481
12.76,0.136759,-0.120148
12.8,0.135092,-0.120148
12.84,0.135092,-0.121815
12.88,0.135092,-0.121815
12.92,0.135092,-0.121815
12.96,0.135092,-0.121815
13.0,0.135092,-0.121815
13.04,0.135092,-0.121815
13.08,0.135092,-0.121815
13.12,0.136759,-0.121815
13.16,0.136759,-0.121815
13.2,0.136759,-0.121815
13.24,0.138426,-0.121815
13.28,0.138426,-0.121815
13.32,0.138426,-0.123481
13.36,0.138426,-0.123481
13.4,0.138426,-0.123481
13.44,0.138426,-0.123481
13.48,0.140092,-0.123481
13.52,0.138426,-0.123481
13.56,0.140092,-0.126815
13.6,0.140092,-0.126815
13.64,0.140092,-0.130148
13.68,0.140092,-0.133481
13.72,0.140092,-0.135148
13.76,0.140092,-0.135148
13.8,0.140092,-0.135148
13.84,0.140092,-0.135148
13.88,0.140092,-0.136815
13.92,0.140092,-0.138481
13.96,0.140092,-0.138481
14.0,0.140092,-0.140148
14.04,0.140092,-0.141815
14.08,0.140092,-0.145148
14.12,0.140092,-0.146815
14.16,0.140092,-0.150148
14.2,0.140092,-0.151815
14.24,0.141759,-0.155148
14.28,0.141759,-0.160148
14.32,0.141759,-0.166815
14.36,0.140092,-0.176815
14.4,0.140092,-0.186815
14.44,0.140092,-0.190148
14.48,0.140092,-0.193481
14.52,0.143426,-0.195148
14.56,0.145092,-0.198481
14.6,0.148426,-0.203481
14.64,0.153426,-0.208481
14.68,0.156759,-0.218481
14.72,0.156759,-0.221815
14.76,0.156759,-0.220148
14.8,0.158426,-0.221815
14.84,0.158426,-0.221815
14.88,0.160092,-0.221815
14.92,0.160092,-0.223481
14.96,0.161759,-0.223481
15.0,0.163426,-0.223481
15.04,0.163426,-0.223481
15.08,0.165092,-0.220148
15.12,0.166759,-0.220148
15.16,0.166759,-0.218481
15.2,0.166759,-0.216815
15.24,0.166759,-0.213481
15.28,0.168426,-0.213481
15.32,0.168426,-0.211815
15.36,0.168426,-0.210148
15.4,0.168426,-0.205148
15.44,0.170092,-0.205148
15.48,0.170092,-0.201815
15.52,0.173426,-0.198481
15.56,0.173426,-0.196815
15.6,0.173426,-0.195148
15.64,0.175092,-0.196815
15.68,0.175092,-0.195148
15.72,0.176759,-0.188481
15.76,0.176759,-0.185148
15.8,0.176759,-0.183481
15.84,0.176759,-0.185148
15.88,0.175092,-0.186815
15.92,0.176759,-0.186815
15.96,0.176759,-0.185148
16.0,0.176759,-0.185148
16.04,0.178426,-0.186815
16.08,0.180092,-0.186815
16.12,0.180092,-0.188481
16.16,0.180092,-0.188481
16.2,0.181759,-0.188481
16.24,0.181759,-0.188481
16.28,0.181759,-0.188481
16.32,0.181759,-0.190148
16.36,0.183426,-0.190148
16.4,0.185092,-0.190148
16.44,0.185092,-0.190148
16.48,0.186759,-0.190148
16.52,0.186759,-0.190148
16.56,0.188426,-0.190148
16.6,0.190092,-0.190148
16.64,0.191759,-0.190148
16.68,0.195092,-0.188481
16.72,0.196759,-0.186815
16.76,0.196759,-0.186815
16.8,0.198426,-0.185148
16.84,0.198426,-0.185148
16.88,0.200092,-0.185148
16.92,0.203426,-0.185148
16.96,0.211759,-0.183481
17.0,0.215092,-0.183481
17.04,0.220092,-0.181815
17.08,0.221759,-0.181815
17.12,0.223426,-0.181815
17.16,0.223426,-0.180148
17.2,0.223426,-0.180148
17.24,0.223426,-0.176815
17.28,0.223426,-0.171815
17.32,0.225092,-0.173481
17.36,0.226759,-0.173481
17.4,0.226759,-0.173481
17.44,0.226759,-0.173481
17.48,0.226759,-0.175148
17.52,0.226759,-0.176815
17.56,0.226759,-0.176815
17.6,0.226759,-0.176815
17.64,0.226759,-0.176815
17.68,0.226759,-0.175148
17.72,0.226759,-0.176815
17.76,0.225092,-0.178481
17.8,0.225092,-0.178481
17.84,0.225092,-0.178481
17.88,0.223426,-0.180148
17.92,0.223426,-0.180148
17.96,0.220092,-0.183481
18.0,0.218426,-0.183481
18.04,0.218426,-0.183481
18.08,0.218426,-0.185148
18.12,0.216759,-0.185148
18.16,0.215092,-0.186815
18.2,0.215092,-0.186815
18.24,0.213426,-0.188481
18.28,0.211759,-0.188481
18.32,0.210092,-0.190148
18.36,0.210092,-0.190148
18.4,0.210092,-0.190148
18.44,0.208426,-0.193481
18.48,0.208426,-0.193481
18.52,0.208426,-0.195148
18.56,0.208426,-0.195148
18.6,0.206759,-0.196815
18.64,0.205092,-0.196815
18.68,0.203426,-0.196815
18.72,0.201759,-0.196815
18.76,0.200092,-0.198481
18.8,0.198426,-0.200148
18.84,0.198426,-0.200148
18.88,0.198426,-0.200148
18.92,0.196759,-0.198481
18.96,0.196759,-0.198481
19.0,0.196759,-0.198481
19.04,0.193426,-0.198481
19.08,0.190092,-0.198481
19.12,0.186759,-0.198481
19.16,0.186759,-0.198481
19.2,0.185092,-0.198481
19.24,0.183426,-0.198481
19.28,0.183426,-0.198481
19.32,0.181759,-0.198481
19.36,0.180092,-0.200148
19.4,0.180092,-0.201815
19.44,0.178426,-0.205148
19.48,0.175092,-0.205148
19.52,0.173426,-0.205148
19.56,0.173426,-0.206815
19.6,0.171759,-0.206815
19.64,0.171759,-0.206815
19.68,0.171759,-0.206815
19.72,0.171759,-0.208481
19.76,0.168426,-0.208481
19.8,0.166759,-0.208481
19.84,0.165092,-0.215148
19.88,0.165092,-0.218481
19.92,0.163426,-0.220148
19.96,0.161759,-0.220148
20.0,0.161759,-0.220148
20.04,0.160092,-0.220148
20.08,0.160092,-0.220148
20.12,0.160092,-0.220148
20.16,0.160092,-0.220148
20.2,0.160092,-0.220148
20.24,0.160092,-0.218481
20.28,0.160092,-0.218481
20.32,0.160092,-0.218481
20.36,0.160092,-0.220148
20.4,0.160092,-0.220148
20.44,0.160092,-0.220148
20.48,0.160092,-0.220148
20.52,0.158426,-0.220148
20.56,0.156759,-0.220148
20.6,0.155092,-0.220148
20.64,0.155092,-0.220148
20.68,0.155092,-0.220148
20.72,0.155092,-0.221815
20.76,0.155092,-0.223481
20.8,0.155092,-0.225148
20.84,0.148426,-0.226815
20.88,0.146759,-0.228481
20.92,0.143426,-0.228481
20.96,0.143426,-0.230148
21.0,0.141759,-0.231815
21.04,0.141759,-0.235148
21.08,0.141759,-0.238481
21.12,0.140092,-0.240148
21.16,0.136759,-0.241815
21.2,0.136759,-0.246815
21.24,0.136759,-0.255148
21.28,0.135092,-0.260148
21.32,0.135092,-0.261815
21.36,0.135092,-0.261815
21.4,0.135092,-0.261815
21.44,0.133426,-0.261815
21.48,0.133426,-0.263481
21.52,0.133426,-0.263481
21.56,0.133426,-0.263481
21.6,0.133426,-0.261815
21.64,0.133426,-0.263481
21.68,0.133426,-0.260148
21.72,0.133426,-0.258481
21.76,0.133426,-0.256815
21.8,0.131759,-0.255148
21.84,0.131759,-0.253481
21.88,0.131759,-0.253481
21.92,0.131759,-0.251815
21.96,0.131759,-0.251815
22.0,0.131759,-0.253481
22.04,0.131759,-0.251815
22.08,0.131759,-0.250148
22.12,0.131759,-0.250148
22.16,0.131759,-0.250148
22.2,0.131759,-0.250148
22.24,0.130092,-0.248481
22.28,0.130092,-0.248481
22.32,0.130092,-0.246815
22.36,0.130092,-0.245148
22.4,0.130092,-0.245148
22.44,0.130092,-0.243481
22.48,0.130092,-0.243481
22.52,0.130092,-0.243481
22.56,0.130092,-0.241815
22.6,0.128426,-0.241815
22.64,0.126759,-0.241815
22.68,0.126759,-0.241815
22.72,0.125092,-0.241815
22.76,0.125092,-0.241815
22.8,0.125092,-0.241815
22.84,0.123426,-0.241815
22.88,0.121759,-0.241815
22.92,0.121759,-0.241815
22.96,0.118426,-0.241815
23.0,0.116759,-0.241815
23.04,0.116759,-0.241815
23.08,0.116759,-0.241815
23.12,0.116759,-0.243481
23.16,0.115092,-0.243481
23.2,0.115092,-0.241815
23.24,0.113426,-0.241815
23.28,0.113426,-0.241815
23.32,0.111759,-0.241815
23.36,0.111759,-0.241815
23.4,0.110092,-0.241815
23.44,0.108426,-0.241815
23.48,0.108426,-0.241815
23.52,0.108426,-0.241815
23.56,0.110092,-0.241815
23.6,0.108426,-0.241815
23.64,0.108426,-0.241815
23.68,0.106759,-0.241815
23.72,0.106759,-0.241815
23.76,0.106759,-0.241815
23.8,0.106759,-0.243481
23.84,0.106759,-0.243481
23.88,0.106759,-0.243481
23.92,0.106759,-0.246815
23.96,0.106759,-0.248481
24.0,0.106759,-0.250148
24.04,0.106759,-0.250148
24.08,0.106759,-0.251815
24.12,0.106759,-0.253481
24.16,0.106759,-0.255148
24.2,0.106759,-0.256815
24.24,0.106759,-0.260148
24.28,0.106759,-0.260148
24.32,0.105092,-0.265148
24.36,0.105092,-0.268481
24.4,0.105092,-0.271815
24.44,0.105092,-0.273481
24.48,0.105092,-0.276815
24.52,0.105092,-0.278481
24.56,0.105092,-0.281815
24.6,0.105092,-0.283481
24.64,0.105092,-0.288481
24.68,0.105092,-0.291815
24.72,0.103426,-0.293481
24.76,0.103426,-0.295148
24.8,0.101759,-0.298481
24.84,0.101759,-0.298481
24.88,0.101759,-0.303481
24.92,0.100092,-0.305148
24.96,0.0984256,-0.306815
25.0,0.0984256,-0.308481
25.04,0.0984256,-0.310148
25.08,0.0984256,-0.311815
25.12,0.0984256,-0.315148
25.16,0.096759,-0.315148
25.2,0.0950923,-0.318481
25.24,0.0934256,-0.318481
25.28,0.0900923,-0.320148
25.32,0.0900923,-0.320148
25.36,0.0900923,-0.320148
25.4,0.0884256,-0.323481
25.44,0.0884256,-0.323481
25.48,0.086759,-0.323481
25.52,0.086759,-0.323481
25.56,0.0884256,-0.325148
25.6,0.0884256,-0.323481
25.64,0.086759,-0.323481
25.68,0.0884256,-0.323481
25.72,0.0884256,-0.321815
25.76,0.0884256,-0.321815
25.8,0.086759,-0.318481
25.84,0.0850923,-0.318481
25.88,0.0834256,-0.315148
25.92,0.081759,-0.308481
25.96,0.0784256,-0.301815
26.0,0.076759,-0.295148
26.04,0.0784256,-0.293481
26.08,0.0784256,-0.291815
26.12,0.076759,-0.290148
26.16,0.0750923,-0.288481
26.2,0.076759,-0.286815
26.24,0.076759,-0.283481
