frametime,GoldStandardValence,GoldStandardArousal
0.0,-0.022363,-0.011139
0.04,-0.022363,-0.011139
0.08,-0.022363,-0.011139
0.12,-0.022363,-0.011139
0.16,-0.022363,-0.011139
0.2,-0.022363,-0.011139
0.24,-0.022363,-0.011139
0.28,-0.022363,-0.011139
0.32,-0.022363,-0.011139
0.36,-0.022363,-0.011139
0.4,-0.022363,-0.0094719
0.44,-0.022363,-0.0094719
0.48,-0.022363,-0.0011386
0.52,-0.022363,0.013861
0.56,-0.022363,0.017195
0.6,-0.022363,0.010528
0.64,-0.022363,-0.0028052
0.68,-0.022363,-0.0094719
0.72,-0.020697,-0.0078052
0.76,-0.020697,-0.0044719
0.8,-0.017363,-0.0011386
0.84,-0.010697,0.0021948
0.88,-0.0056966,0.0055281
0.92,-0.00403,0.0071948
0.96,-0.0023633,0.010528
1.0,-0.00069664,0.013861
1.04,0.00597,0.017195
1.08,0.01097,0.022195
1.12,0.01097,0.027195
1.16,0.012637,0.030528
1.2,0.014303,0.030528
1.24,0.014303,0.030528
1.28,0.01597,0.030528
1.32,0.019303,0.030528
1.36,0.02097,0.033861
1.4,0.024303,0.033861
1.44,0.027637,0.033861
1.48,0.03097,0.035528
1.52,0.034303,0.037195
1.56,0.03597,0.037195
1.6,0.04097,0.035528
1.64,0.04597,0.035528
1.68,0.049303,0.033861
1.72,0.054303,0.035528
1.76,0.06097,0.032195
1.8,0.06597,0.030528
1.84,0.067637,0.025528
1.88,0.067637,0.025528
1.92,0.067637,0.020528
1.96,0.069303,0.015528
2.0,0.069303,0.010528
2.04,0.069303,0.0071948
2.08,0.07097,0.0055281
2.12,0.07097,0.0021948
2.16,0.074303,0.00052808
2.2,0.077637,0.0071948
2.24,0.079303,0.017195
2.28,0.082637,0.027195
2.32,0.08597,0.035528
2.36,0.09097,0.048861
2.4,0.089303,0.057195
2.44,0.092637,0.060528
2.48,0.094303,0.062195
2.52,0.09597,0.063861
2.56,0.10097,0.068861
2.6,0.1043,0.070528
2.64,0.1093,0.072195
2.68,0.11597,0.070528
2.72,0.11597,0.073861
2.76,0.1193,0.075528
2.8,0.1243,0.073861
2.84,0.12764,0.070528
2.88,0.13097,0.062195
2.92,0.13264,0.065528
2.96,0.13264,0.072195
3.0,0.13097,0.078861
3.04,0.1293,0.087195
3.08,0.12764,0.095528
3.12,0.12764,0.10386
3.16,0.1243,0.10886
3.2,0.12097,0.11386
3.24,0.1193,0.11386
3.28,0.1193,0.11719
3.32,0.13097,0.11886
3.36,0.1393,0.11886
3.4,0.15097,0.12219
3.44,0.1643,0.12719
3.48,0.17264,0.13053
3.52,0.18097,0.13553
3.56,0.18597,0.13719
3.6,0.19764,0.13553
3.64,0.20764,0.14053
3.68,0.2193,0.14386
3.72,0.22597,0.14719
3.76,0.2293,0.14886
3.8,0.23097,0.15219
3.84,0.2343,0.15386
3.88,0.23764,0.15719
3.92,0.24097,0.16553
3.96,0.24597,0.16886
4.0,0.24764,0.17053
4.04,0.24764,0.17219
4.08,0.2493,0.17386
4.12,0.25097,0.17386
4.16,0.25597,0.17719
4.2,0.2593,0.18053
4.24,0.26264,0.18386
4.28,0.26597,0.18553
4.32,0.2693,0.18886
4.36,0.27764,0.19219
4.4,0.28264,0.19386
4.44,0.28597,0.19719
4.48,0.28764,0.19886
4.52,0.29264,0.20053
4.56,0.2943,0.19886
4.6,0.29597,0.19886
4.64,0.29764,0.19886
4.68,0.2993,0.19886
4.72,0.30097,0.20053
4.76,0.30264,0.20386
4.8,0.3043,0.20553
4.84,0.30597,0.20886
4.88,0.30764,0.21053
4.92,0.30764,0.21553
4.96,0.30764,0.21719
5.0,0.30764,0.22053
5.04,0.30597,0.22219
5.08,0.30764,0.22053
5.12,0.30764,0.22386
5.16,0.31097,0.22553
5.2,0.3093,0.23053
5.24,0.31097,0.23386
5.28,0.31097,0.23719
5.32,0.3143,0.24219
5.36,0.31764,0.24553
5.4,0.31597,0.25053
5.44,0.31597,0.25386
5.48,0.3143,0.25553
5.52,0.3143,0.25886
5.56,0.31264,0.26053
5.6,0.31097,0.26219
5.64,0.3093,0.26219
5.68,0.3093,0.26386
5.72,0.3093,0.26386
5.76,0.31097,0.26386
5.8,0.31097,0.26386
5.84,0.31097,0.26219
5.88,0.31097,0.26219
5.92,0.31097,0.26219
5.96,0.31264,0.26219
6.0,0.31264,0.26053
6.04,0.31264,0.25719
6.08,0.31264,0.25386
6.12,0.31264,0.24886
6.16,0.31264,0.24719
6.2,0.31097,0.24553
6.24,0.3093,0.24386
6.28,0.3093,0.24219
6.32,0.30764,0.24219
6.36,0.30764,0.24053
6.4,0.30764,0.24053
6.44,0.30597,0.23719
6.48,0.30597,0.23386
6.52,0.30597,0.23053
6.56,0.30597,0.22553
6.6,0.3043,0.21886
6.64,0.30264,0.21386
6.68,0.30264,0.20719
6.72,0.30097,0.20053
6.76,0.2993,0.19386
6.8,0.29764,0.19053
6.84,0.29597,0.18219
6.88,0.29597,0.17386
6.92,0.29764,0.17219
6.96,0.2943,0.16886
7.0,0.2893,0.16886
7.04,0.28764,0.16886
7.08,0.28097,0.16886
7.12,0.27264,0.16719
7.16,0.2643,0.16719
7.2,0.2593,0.16386
7.24,0.25264,0.16386
7.28,0.25097,0.15886
7.32,0.24764,0.15886
7.36,0.2443,0.15553
7.4,0.2443,0.15219
7.44,0.24264,0.15053
7.48,0.2393,0.14386
7.52,0.2393,0.13553
7.56,0.2343,0.12719
7.6,0.23264,0.12386
7.64,0.23097,0.11886
7.68,0.23097,0.11219
7.72,0.22597,0.10553
7.76,0.22097,0.10053
7.8,0.21597,0.095528
7.84,0.21097,0.090528
7.88,0.20597,0.088861
7.92,0.20097,0.083861
7.96,0.19597,0.083861
8.0,0.19264,0.082195
8.04,0.1893,0.082195
8.08,0.1843,0.080528
8.12,0.18097,0.082195
8.16,0.1793,0.082195
8.2,0.17764,0.082195
8.24,0.17597,0.082195
8.28,0.1743,0.082195
8.32,0.1743,0.085528
8.36,0.1743,0.088861
8.4,0.17264,0.088861
8.44,0.17264,0.092195
8.48,0.17097,0.095528
8.52,0.1693,0.097195
8.56,0.17097,0.10053
8.6,0.1693,0.10219
8.64,0.1693,0.10386
8.68,0.1643,0.10886
8.72,0.1593,0.11219
