frametime,GoldStandardValence,GoldStandardArousal
0.0,-0.025661,-0.019902
0.04,-0.025661,-0.019902
0.08,-0.025661,-0.019902
0.12,-0.025661,-0.019902
0.16,-0.025661,-0.019902
0.2,-0.025661,-0.019902
0.24,-0.025661,-0.019902
0.28,-0.025661,-0.019902
0.32,-0.025661,-0.019902
0.36,-0.025661,-0.019902
0.4,-0.025661,-0.019902
0.44,-0.025661,-0.019902
0.48,-0.025661,-0.019902
0.52,-0.025661,-0.019902
0.56,-0.025661,-0.019902
0.6,-0.025661,-0.019902
0.64,-0.025661,-0.019902
0.68,-0.025661,-0.018236
0.72,-0.025661,-0.018236
0.76,-0.025661,-0.0032355
0.8,-0.025661,-0.0015689
0.84,-0.025661,9.7813e-05
0.88,-0.025661,-0.0015689
0.92,-0.025661,-0.0032355
0.96,-0.025661,-0.0015689
1.0,-0.025661,-0.0032355
1.04,-0.025661,-0.0049022
1.08,-0.025661,-0.0015689
1.12,-0.025661,9.7813e-05
1.16,-0.025661,-0.0015689
1.2,-0.025661,-0.0015689
1.24,-0.025661,9.7813e-05
1.28,-0.025661,0.0034311
1.32,-0.025661,0.0084311
1.36,-0.025661,0.013431
1.4,-0.025661,0.013431
1.44,-0.025661,0.016764
1.48,-0.023994,0.016764
1.52,-0.023994,0.016764
1.56,-0.023994,0.016764
1.6,-0.020661,0.016764
1.64,-0.020661,0.016764
1.68,-0.018994,0.016764
1.72,-0.018994,0.018431
1.76,-0.017328,0.018431
1.8,-0.013994,0.020098
1.84,-0.010661,0.020098
1.88,-0.0073278,0.020098
1.92,-0.0023278,0.021764
1.96,-0.00066111,0.025098
2.0,0.0043389,0.026764
2.04,0.0060056,0.028431
2.08,0.0076722,0.030098
2.12,0.011006,0.031764
2.16,0.016006,0.033431
2.2,0.017672,0.031764
2.24,0.021006,0.033431
2.28,0.021006,0.033431
2.32,0.021006,0.033431
2.36,0.021006,0.031764
2.4,0.021006,0.030098
2.44,0.024339,0.028431
2.48,0.027672,0.025098
2.52,0.029339,0.023431
2.56,0.032672,0.023431
2.6,0.036006,0.023431
2.64,0.039339,0.021764
2.68,0.041006,0.020098
2.72,0.046006,0.016764
2.76,0.047672,0.015098
2.8,0.049339,0.013431
2.84,0.049339,0.011764
2.88,0.054339,0.011764
2.92,0.062672,0.011764
2.96,0.072672,0.010098
3.0,0.076006,0.0084311
3.04,0.081006,0.0084311
3.08,0.087672,0.0084311
3.12,0.092672,0.011764
3.16,0.096006,0.013431
3.2,0.10267,0.015098
3.24,0.10601,0.016764
3.28,0.11101,0.020098
3.32,0.11267,0.023431
3.36,0.11601,0.028431
3.4,0.11934,0.033431
3.44,0.12267,0.035098
3.48,0.12434,0.036764
3.52,0.12434,0.021764
3.56,0.12601,-0.0015689
3.6,0.12601,-0.014902
3.64,0.12601,-0.013236
3.68,0.12601,-0.014902
3.72,0.12434,-0.014902
3.76,0.12434,-0.013236
3.8,0.12434,-0.013236
3.84,0.12101,-0.013236
3.88,0.11934,-0.0099022
3.92,0.11434,-0.013236
3.96,0.10767,-0.014902
4.0,0.097672,-0.018236
4.04,0.097672,-0.018236
4.08,0.097672,-0.021569
4.12,0.097672,-0.023236
4.16,0.10101,-0.026569
4.2,0.10267,-0.031569
4.24,0.099339,-0.033236
4.28,0.091006,-0.031569
4.32,0.089339,-0.028236
4.36,0.089339,-0.023236
4.4,0.089339,-0.018236
4.44,0.087672,-0.0099022
4.48,0.087672,-0.0065689
4.52,0.086006,-0.0015689
4.56,0.084339,0.0017645
4.6,0.082672,0.0067645
4.64,0.082672,0.011764
4.68,0.084339,0.013431
4.72,0.087672,0.015098
4.76,0.086006,0.018431
4.8,0.086006,0.018431
4.84,0.086006,0.020098
4.88,0.086006,0.018431
4.92,0.087672,0.020098
4.96,0.087672,0.021764
5.0,0.089339,0.020098
5.04,0.092672,0.013431
5.08,0.097672,0.011764
5.12,0.099339,0.011764
5.16,0.099339,0.011764
5.2,0.096006,0.010098
5.24,0.092672,0.010098
5.28,0.092672,0.010098
5.32,0.094339,0.010098
5.36,0.092672,0.0084311
5.4,0.091006,0.0017645
5.44,0.089339,-0.011569
5.48,0.087672,-0.024902
5.52,0.084339,-0.028236
5.56,0.084339,-0.026569
5.6,0.084339,-0.024902
5.64,0.086006,-0.019902
5.68,0.086006,-0.014902
5.72,0.086006,-0.013236
5.76,0.086006,-0.0082355
5.8,0.086006,-0.0082355
5.84,0.086006,-0.011569
5.88,0.087672,-0.013236
5.92,0.087672,-0.014902
5.96,0.087672,-0.021569
6.0,0.089339,-0.031569
6.04,0.087672,-0.036569
6.08,0.087672,-0.041569
6.12,0.089339,-0.044902
6.16,0.091006,-0.044902
6.2,0.092672,-0.044902
6.24,0.092672,-0.044902
6.28,0.092672,-0.044902
6.32,0.094339,-0.044902
6.36,0.094339,-0.044902
6.4,0.092672,-0.043236
6.44,0.091006,-0.043236
6.48,0.091006,-0.041569
6.52,0.091006,-0.039902
6.56,0.091006,-0.036569
6.6,0.092672,-0.033236
6.64,0.091006,-0.028236
6.68,0.091006,-0.023236
6.72,0.091006,-0.019902
6.76,0.091006,-0.014902
6.8,0.089339,-0.013236
6.84,0.091006,-0.011569
6.88,0.089339,-0.011569
6.92,0.091006,-0.011569
6.96,0.089339,-0.014902
7.0,0.089339,-0.014902
7.04,0.089339,-0.014902
7.08,0.087672,-0.013236
7.12,0.087672,-0.011569
7.16,0.089339,-0.0049022
7.2,0.087672,-0.0065689
7.24,0.089339,-0.0065689
7.28,0.091006,-0.0065689
7.32,0.092672,-0.0049022
7.36,0.092672,-0.0049022
7.4,0.092672,-0.0049022
7.44,0.094339,-0.0015689
7.48,0.094339,0.0017645
7.52,0.092672,0.0017645
7.56,0.092672,0.0050978
7.6,0.092672,0.0067645
7.64,0.092672,0.0050978
7.68,0.092672,0.0067645
7.72,0.094339,0.0050978
7.76,0.097672,0.0067645
7.8,0.096006,0.0067645
7.84,0.096006,0.0067645
7.88,0.096006,0.0050978
7.92,0.094339,0.0050978
7.96,0.092672,0.0034311
8.0,0.089339,0.0034311
8.04,0.087672,0.0017645
8.08,0.086006,9.7813e-05
8.12,0.084339,-0.0082355
8.16,0.082672,-0.013236
8.2,0.082672,-0.014902
8.24,0.079339,-0.019902
8.28,0.079339,-0.024902
8.32,0.079339,-0.028236
8.36,0.079339,-0.033236
8.4,0.079339,-0.036569
8.44,0.079339,-0.038236
8.48,0.079339,-0.039902
8.52,0.079339,-0.041569
8.56,0.079339,-0.044902
8.6,0.079339,-0.044902
8.64,0.079339,-0.048236
8.68,0.079339,-0.051569
8.72,0.079339,-0.056569
8.76,0.077672,-0.059902
8.8,0.077672,-0.061569
8.84,0.077672,-0.063236
8.88,0.076006,-0.064902
8.92,0.072672,-0.064902
8.96,0.071006,-0.064902
9.0,0.069339,-0.064902
9.04,0.069339,-0.064902
9.08,0.069339,-0.066569
9.12,0.067672,-0.066569
9.16,0.067672,-0.064902
9.2,0.067672,-0.059902
9.24,0.066006,-0.053236
9.28,0.067672,-0.048236
9.32,0.067672,-0.043236
9.36,0.067672,-0.041569
9.4,0.067672,-0.039902
9.44,0.067672,-0.038236
9.48,0.066006,-0.038236
9.52,0.064339,-0.038236
9.56,0.064339,-0.039902
9.6,0.062672,-0.041569
9.64,0.062672,-0.039902
9.68,0.062672,-0.041569
9.72,0.062672,-0.039902
9.76,0.061006,-0.039902
9.8,0.061006,-0.039902
9.84,0.061006,-0.044902
9.88,0.061006,-0.054902
9.92,0.059339,-0.058236
9.96,0.059339,-0.059902
